# CS_ID, depth (m)
 1,    305.75
 2,    333.81
 3,    430.16
 4,    454.63
 5,    559.96
 6,    621.50
 7,    655.51
 8,    699.42
 9,    808.10
10,    852.42
11,    899.97
12,    984.32
