# CS_ID, depth (m)
 1,    259.95
 2,    328.25
 3,    376.53
 4,    445.69
 5,    553.69
 6,    570.18
 7,    631.78
 8,    695.59
 9,    752.00
10,    863.85
11,    887.91
12,    983.29
