# CS_ID, depth (m)
 1,    303.57
 2,    340.03
 3,    411.20
 4,    455.32
 5,    534.88
 6,    563.00
 7,    658.18
 8,    728.78
 9,    765.37
10,    864.23
11,    890.28
12,    940.00
