# CS_ID, depth (m)
 1,    307.31
 2,    360.74
 3,    404.97
 4,    453.06
 5,    522.60
 6,    603.61
 7,    638.73
 8,    700.53
 9,    796.86
10,    818.84
11,    901.86
12,    999.45
