# CS_ID, depth (m)
 1,    284.52
 2,    354.70
 3,    412.20
 4,    465.34
 5,    503.72
 6,    566.44
 7,    645.15
 8,    698.26
 9,    781.79
10,    867.71
11,    906.95
12,    952.95
