# CS_ID, depth (m)
 1,    299.96
 2,    371.75
 3,    389.23
 4,    472.15
 5,    535.13
 6,    621.20
 7,    629.40
 8,    711.78
 9,    793.64
10,    816.28
11,    877.32
12,    969.70
