# CS_ID, depth (m)
 1,    264.25
 2,    349.06
 3,    387.76
 4,    466.38
 5,    554.75
 6,    584.10
 7,    644.27
 8,    700.31
 9,    799.26
10,    818.54
11,    931.44
12,    991.49
