# CS_ID, depth (m)
 1,    279.18
 2,    344.81
 3,    424.34
 4,    460.34
 5,    509.89
 6,    562.65
 7,    664.08
 8,    737.35
 9,    785.08
10,    828.73
11,    931.83
12,    940.18
