# CS_ID, depth (m)
 1,    270.98
 2,    321.49
 3,    391.95
 4,    440.54
 5,    523.12
 6,    589.87
 7,    671.09
 8,    688.53
 9,    756.27
10,    840.44
11,    882.81
12,    951.32
