# CS_ID, depth (m)
 1,    251.62
 2,    347.47
 3,    393.63
 4,    499.59
 5,    558.52
 6,    621.77
 7,    678.30
 8,    715.15
 9,    785.58
10,    837.26
11,    886.65
12,    950.79
