# CS_ID, depth (m)
 1,    273.87
 2,    330.82
 3,    403.84
 4,    483.92
 5,    548.52
 6,    570.47
 7,    672.82
 8,    725.10
 9,    756.05
10,    866.32
11,    900.25
12,    939.26
