# CS_ID, depth (m)
 1,    260.14
 2,    358.36
 3,    386.22
 4,    493.30
 5,    513.99
 6,    581.09
 7,    630.15
 8,    718.09
 9,    812.31
10,    848.51
11,    931.13
12,    961.26
