# CS_ID, depth (m)
 1,    281.97
 2,    336.23
 3,    380.66
 4,    470.21
 5,    540.00
 6,    587.13
 7,    684.80
 8,    741.89
 9,    789.77
10,    862.86
11,    923.32
12,    966.23
