# CS_ID, depth (m)
 1,    302.59
 2,    343.56
 3,    425.68
 4,    466.92
 5,    528.88
 6,    609.92
 7,    640.07
 8,    708.01
 9,    785.17
10,    844.12
11,    919.38
12,    991.84
