# CS_ID, depth (m)
 1,    269.19
 2,    352.05
 3,    393.29
 4,    451.59
 5,    538.50
 6,    596.92
 7,    677.17
 8,    716.57
 9,    776.59
10,    838.58
11,    881.82
12,    945.59
