# CS_ID, depth (m)
 1,    305.97
 2,    339.40
 3,    380.82
 4,    475.15
 5,    518.03
 6,    574.82
 7,    627.73
 8,    720.91
 9,    809.85
10,    860.11
11,    880.14
12,    942.67
