# CS_ID, depth (m)
 1,    307.55
 2,    361.52
 3,    387.73
 4,    452.03
 5,    550.17
 6,    581.79
 7,    657.97
 8,    731.31
 9,    780.89
10,    847.17
11,    919.11
12,    965.19
