# CS_ID, depth (m)
 1,    262.71
 2,    315.54
 3,    392.02
 4,    457.96
 5,    523.64
 6,    588.90
 7,    656.48
 8,    729.11
 9,    776.39
10,    828.18
11,    896.35
12,    948.54
