# CS_ID, depth (m)
 1,    298.86
 2,    347.64
 3,    414.40
 4,    464.62
 5,    508.61
 6,    577.29
 7,    678.67
 8,    691.92
 9,    763.15
10,    851.83
11,    876.65
12,    985.53
