# CS_ID, depth (m)
 1,    293.10
 2,    372.98
 3,    415.54
 4,    446.27
 5,    560.79
 6,    590.30
 7,    679.21
 8,    708.47
 9,    770.75
10,    843.25
11,    935.61
12,    945.83
