# CS_ID, depth (m)
 1,    294.38
 2,    350.65
 3,    405.19
 4,    493.93
 5,    539.81
 6,    570.08
 7,    660.11
 8,    744.77
 9,    753.95
10,    821.29
11,    887.26
12,    940.92
