# CS_ID, depth (m)
 1,    256.94
 2,    366.15
 3,    408.85
 4,    481.50
 5,    531.65
 6,    606.39
 7,    683.16
 8,    705.69
 9,    775.99
10,    822.42
11,    900.80
12,    989.97
