# CS_ID, depth (m)
 1,    260.82
 2,    326.83
 3,    430.27
 4,    440.09
 5,    512.62
 6,    604.99
 7,    676.78
 8,    690.97
 9,    754.83
10,    846.56
11,    917.66
12,    980.43
