# CS_ID, depth (m)
 1,    264.00
 2,    345.87
 3,    431.76
 4,    496.89
 5,    539.71
 6,    568.31
 7,    658.15
 8,    688.74
 9,    757.30
10,    824.63
11,    905.31
12,    995.38
