# CS_ID, depth (m)
 1,    268.77
 2,    327.23
 3,    382.62
 4,    456.17
 5,    544.10
 6,    611.65
 7,    666.65
 8,    691.79
 9,    796.12
10,    865.36
11,    927.78
12,    981.57
