# CS_ID, depth (m)
 1,    305.10
 2,    326.23
 3,    375.35
 4,    442.19
 5,    512.81
 6,    596.99
 7,    634.33
 8,    706.61
 9,    761.60
10,    855.54
11,    886.64
12,    959.58
