# CS_ID, depth (m)
 1,    299.40
 2,    326.81
 3,    381.38
 4,    483.97
 5,    534.80
 6,    570.32
 7,    653.35
 8,    748.22
 9,    787.04
10,    828.04
11,    902.95
12,    990.71
