# CS_ID, depth (m)
 1,    250.12
 2,    358.26
 3,    434.77
 4,    489.52
 5,    539.08
 6,    595.75
 7,    625.24
 8,    694.53
 9,    784.82
10,    843.66
11,    909.40
12,    962.60
