# CS_ID, depth (m)
 1,    283.92
 2,    330.59
 3,    394.85
 4,    459.85
 5,    530.86
 6,    588.51
 7,    669.30
 8,    709.74
 9,    810.36
10,    837.31
11,    929.25
12,    955.53
