# CS_ID, depth (m)
 1,    271.22
 2,    332.12
 3,    412.74
 4,    472.90
 5,    554.95
 6,    578.35
 7,    657.87
 8,    692.91
 9,    768.82
10,    852.63
11,    912.80
12,    946.75
