# CS_ID, depth (m)
 1,    296.98
 2,    353.49
 3,    398.15
 4,    487.47
 5,    535.19
 6,    570.84
 7,    662.14
 8,    692.40
 9,    783.89
10,    860.80
11,    901.28
12,    948.17
