# CS_ID, depth (m)
 1,    292.45
 2,    328.72
 3,    421.39
 4,    483.86
 5,    534.02
 6,    580.24
 7,    647.59
 8,    734.92
 9,    770.36
10,    852.21
11,    913.41
12,    969.96
