# CS_ID, depth (m)
 1,    275.04
 2,    328.67
 3,    430.09
 4,    493.73
 5,    556.00
 6,    586.32
 7,    642.38
 8,    749.15
 9,    809.67
10,    848.78
11,    885.51
12,    952.23
