# CS_ID, depth (m)
 1,    279.59
 2,    332.81
 3,    398.12
 4,    454.62
 5,    523.78
 6,    602.08
 7,    672.29
 8,    724.50
 9,    756.06
10,    837.71
11,    877.73
12,    961.81
