# CS_ID, depth (m)
 1,    290.52
 2,    324.99
 3,    396.92
 4,    456.36
 5,    515.43
 6,    563.31
 7,    655.49
 8,    708.09
 9,    755.37
10,    833.72
11,    923.20
12,    964.98
