# CS_ID, depth (m)
 1,    302.40
 2,    330.91
 3,    417.54
 4,    489.73
 5,    561.37
 6,    594.67
 7,    629.96
 8,    703.07
 9,    812.42
10,    861.16
11,    889.80
12,    975.40
