# CS_ID, depth (m)
 1,    292.73
 2,    365.36
 3,    434.59
 4,    488.77
 5,    552.71
 6,    587.75
 7,    629.23
 8,    736.13
 9,    760.13
10,    819.97
11,    924.96
12,    949.88
