# CS_ID, depth (m)
 1,    281.42
 2,    313.80
 3,    381.83
 4,    437.92
 5,    500.26
 6,    564.30
 7,    666.64
 8,    726.95
 9,    789.83
10,    826.49
11,    909.27
12,    993.86
