# CS_ID, depth (m)
 1,    294.09
 2,    371.30
 3,    408.37
 4,    447.23
 5,    531.35
 6,    601.06
 7,    671.48
 8,    700.40
 9,    752.37
10,    844.08
11,    934.20
12,    957.07
