# CS_ID, depth (m)
 1,    261.16
 2,    333.20
 3,    429.19
 4,    490.90
 5,    515.72
 6,    594.35
 7,    664.62
 8,    746.49
 9,    773.51
10,    831.62
11,    909.01
12,    970.44
