# CS_ID, depth (m)
 1,    269.94
 2,    323.32
 3,    417.18
 4,    463.38
 5,    517.90
 6,    583.84
 7,    653.64
 8,    704.69
 9,    760.43
10,    864.46
11,    875.44
12,    984.62
