# CS_ID, depth (m)
 1,    300.29
 2,    359.55
 3,    407.52
 4,    496.12
 5,    546.74
 6,    606.60
 7,    631.58
 8,    743.53
 9,    780.93
10,    852.51
11,    927.80
12,    949.29
