# CS_ID, depth (m)
 1,    251.59
 2,    339.00
 3,    422.96
 4,    475.75
 5,    519.20
 6,    616.35
 7,    651.54
 8,    709.50
 9,    766.04
10,    860.48
11,    909.19
12,    962.59
