# CS_ID, depth (m)
 1,    301.67
 2,    325.52
 3,    429.52
 4,    488.27
 5,    503.90
 6,    611.66
 7,    666.29
 8,    725.83
 9,    755.91
10,    816.61
11,    897.76
12,    998.02
