# CS_ID, depth (m)
 1,    276.72
 2,    368.62
 3,    425.15
 4,    490.64
 5,    527.85
 6,    617.78
 7,    656.54
 8,    733.44
 9,    793.30
10,    868.56
11,    935.28
12,    966.90
