# CS_ID, depth (m)
 1,    286.83
 2,    338.51
 3,    381.38
 4,    448.98
 5,    530.45
 6,    565.55
 7,    638.11
 8,    718.37
 9,    781.91
10,    819.32
11,    921.07
12,    956.92
