# CS_ID, depth (m)
 1,    272.95
 2,    354.63
 3,    396.22
 4,    465.30
 5,    557.48
 6,    613.45
 7,    637.60
 8,    730.53
 9,    758.04
10,    824.20
11,    883.17
12,    969.08
