# CS_ID, depth (m)
 1,    291.66
 2,    342.73
 3,    408.18
 4,    487.88
 5,    528.51
 6,    571.98
 7,    647.93
 8,    727.85
 9,    786.73
10,    813.12
11,    934.40
12,    973.55
