# CS_ID, depth (m)
 1,    253.52
 2,    341.20
 3,    414.25
 4,    464.47
 5,    525.77
 6,    565.20
 7,    637.48
 8,    742.94
 9,    802.60
10,    864.05
11,    913.70
12,    982.75
