# CS_ID, depth (m)
 1,    301.24
 2,    373.50
 3,    397.06
 4,    462.79
 5,    545.59
 6,    568.68
 7,    658.81
 8,    738.98
 9,    807.92
10,    846.39
11,    895.40
12,    945.78
