# CS_ID, depth (m)
 1,    259.45
 2,    352.11
 3,    397.20
 4,    470.16
 5,    502.20
 6,    572.28
 7,    684.02
 8,    749.71
 9,    783.39
10,    850.12
11,    893.02
12,    986.91
