# CS_ID, depth (m)
 1,    258.75
 2,    354.40
 3,    437.32
 4,    485.94
 5,    536.59
 6,    597.01
 7,    634.32
 8,    723.99
 9,    777.00
10,    874.16
11,    927.46
12,    970.30
