# CS_ID, depth (m)
 1,    306.58
 2,    352.29
 3,    380.43
 4,    447.31
 5,    525.99
 6,    619.94
 7,    646.40
 8,    711.04
 9,    771.00
10,    849.83
11,    902.64
12,    947.15
