# CS_ID, depth (m)
 1,    270.24
 2,    322.50
 3,    406.47
 4,    498.97
 5,    553.96
 6,    610.13
 7,    668.73
 8,    710.38
 9,    790.82
10,    831.20
11,    907.81
12,    972.13
