# CS_ID, depth (m)
 1,    281.70
 2,    315.62
 3,    376.00
 4,    438.14
 5,    507.66
 6,    596.40
 7,    647.00
 8,    716.10
 9,    803.39
10,    827.36
11,    890.71
12,    977.31
