# CS_ID, depth (m)
 1,    304.14
 2,    364.14
 3,    434.03
 4,    476.22
 5,    557.88
 6,    614.14
 7,    647.28
 8,    746.29
 9,    789.57
10,    862.03
11,    896.48
12,    977.76
