# CS_ID, depth (m)
 1,    268.41
 2,    326.61
 3,    408.36
 4,    495.82
 5,    550.10
 6,    612.37
 7,    679.52
 8,    748.82
 9,    773.18
10,    870.64
11,    887.73
12,    953.16
