# CS_ID, depth (m)
 1,    307.77
 2,    313.12
 3,    391.23
 4,    462.40
 5,    515.70
 6,    618.96
 7,    652.37
 8,    738.12
 9,    804.25
10,    832.76
11,    907.17
12,    994.05
