# CS_ID, depth (m)
 1,    270.18
 2,    351.11
 3,    380.74
 4,    461.62
 5,    517.44
 6,    594.98
 7,    675.56
 8,    704.47
 9,    795.82
10,    862.26
11,    894.39
12,    987.32
