# CS_ID, depth (m)
 1,    293.21
 2,    348.37
 3,    394.78
 4,    485.89
 5,    519.48
 6,    590.74
 7,    682.62
 8,    749.68
 9,    798.35
10,    845.48
11,    902.01
12,    984.83
