# CS_ID, depth (m)
 1,    299.58
 2,    372.07
 3,    415.18
 4,    480.06
 5,    500.46
 6,    587.58
 7,    685.10
 8,    696.30
 9,    793.58
10,    865.68
11,    909.65
12,    996.69
