# CS_ID, depth (m)
 1,    278.79
 2,    338.80
 3,    419.81
 4,    497.17
 5,    534.88
 6,    595.36
 7,    655.61
 8,    701.92
 9,    785.12
10,    815.97
11,    927.41
12,    973.82
