# CS_ID, depth (m)
 1,    292.63
 2,    326.55
 3,    382.79
 4,    455.73
 5,    534.74
 6,    563.76
 7,    644.65
 8,    713.27
 9,    774.47
10,    869.17
11,    927.03
12,    954.07
