# CS_ID, depth (m)
 1,    280.39
 2,    315.74
 3,    386.65
 4,    499.10
 5,    540.00
 6,    585.01
 7,    626.67
 8,    743.12
 9,    809.61
10,    820.34
11,    917.15
12,    964.49
